SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_2,adm2_7,adm2_10,adm2_5,adm2_6,adm2_4
31336,3370,1,50,8,5,34,2.08,1.35,0.18,0,7,0,0,0,0,0,1,0,0,0,0
31349,7094,1,31,4,360,288,50.510000000000005,20.290000000000003,0,0,1,0,0,1,0,0,0,0,0,0,0
31350,4223,1,26,5,636,273,20.810000000000002,9.22,0.3132,0,1,0,0,1,0,0,0,0,0,0,0
31398,4222,1,60,24,35,153,18.39,9.44,0.135,0,6,0,0,0,0,0,0,0,0,1,0
31414,1304,1,55,4,108,205,21.820000000000004,8.309999999999999,0,0,1,0,0,1,0,0,0,0,0,0,0
31430,1456,1,65,25,48,151,9.79,5.9,0.225,0,5,0,0,0,0,0,0,0,1,0,0
31438,6727,1,26,16,5,76,6.31,3.4699999999999998,1.8,0,8,0,0,0,1,0,0,0,0,0,0
31465,4665,1,21,18,52,221,30.599999999999998,14.64,0,0,1,0,0,1,0,0,0,0,0,0,0
31476,10632,1,52,17,472,75,5.46,4.36,0,0,10,0,0,0,0,0,0,1,0,0,0
31489,1093,1,60,2,92,169,7.18,4.91,1.888,0,8,0,0,0,1,0,0,0,0,0,0
31496,9686,1,38,18,113,228,14.219999999999997,8.860000000000001,0.198,0,8,0,0,0,1,0,0,0,0,0,0
31562,8117,1,50,25,26,207,20.89,13.709999999999997,0.5489999999999999,0,9,1,0,0,0,0,0,0,0,0,0
31580,2738,1,65,22,11,101,8.99,5.04,0.225,0,6,0,0,0,0,0,0,0,0,1,0
31706,2300,1,48,1,19,198,32.01,8.76,1.8,1,8,0,0,0,1,0,0,0,0,0,0
31739,4101,1,40,9,11,87,6.999999999999999,5.479999999999998,0,0,7,0,0,0,0,0,1,0,0,0,0
31740,5870,1,65,4,6,133,12.17,6.759999999999999,0.1152,0,5,0,0,0,0,0,0,0,1,0,0
31746,11291,1,58,12,31,192,15.91,11.499999999999998,0,0,7,0,0,0,0,0,1,0,0,0,0
31794,3204,1,50,29,24,224,14.959999999999997,8.45,1.431,0,5,0,0,0,0,0,0,0,1,0,0
31830,4705,1,38,20,162,243,24.31000000000001,15.670000000000002,0.53,0,4,0,0,0,0,0,0,0,0,0,1
31853,6412,1,75,9,21,147,9.979999999999999,5.84,0.504,0,7,0,0,0,0,0,1,0,0,0,0
31868,5053,1,22,5,32,294,16.09,10.53,0.243,0,9,1,0,0,0,0,0,0,0,0,0
32035,4113,1,65,8,126,163,10.739999999999998,5.789999999999998,0,0,6,0,0,0,0,0,0,0,0,1,0
32051,6837,1,19,20,35,261,21.290000000000003,11.599999999999998,0.5489999999999999,0,4,0,0,0,0,0,0,0,0,0,1
32103,8959,1,19,27,31,87,5.15,3,0.387,0,5,0,0,0,0,0,0,0,1,0,0
32109,9507,1,60,9,23,64,7.679999999999999,5.439999999999999,0,0,7,0,0,0,0,0,1,0,0,0,0
32158,3835,1,40,22,13,207,16.009999999999998,7.78,0,0,9,1,0,0,0,0,0,0,0,0,0
32189,11629,1,38,27,18,144,17.490000000000002,8.01,0.2817,0,1,0,0,1,0,0,0,0,0,0,0
32199,2971,1,38,27,25,180,9.87,9.55,0,0,3,0,1,0,0,0,0,0,0,0,0
32216,6747,1,36,12,20,195,18.189999999999998,12.899999999999993,0.36,0,7,0,0,0,0,0,1,0,0,0,0
32231,5568,1,58,16,28,48,4.0600000000000005,3.0599999999999996,0,0,3,0,1,0,0,0,0,0,0,0,0
