SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_3,adm2_8,adm2_11,adm2_6,adm2_9,adm2_2,adm2_4,adm2_1,adm2_10,adm2_7,adm2_5
28476,8522,1,40,5,16,177,8.98,8.62,0,0,3,1,0,0,0,0,0,0,0,0,0,0
28514,6350,1,43,18,35,221,10.65,6.779999999999999,0,0,7,0,0,0,0,0,0,0,0,0,1,0
28603,10892,1,45,7,185,243,17.450000000000003,10.56,0,1,3,1,0,0,0,0,0,0,0,0,0,0
28695,9498,1,64,11,1298,284,16.34,5.820000000000001,0.675,0,10,0,0,0,0,0,0,0,0,1,0,0
28740,11809,1,66,10,9,25,4.24,2.14,1.1587,0,10,0,0,0,0,0,0,0,0,1,0,0
28754,9990,1,74,15,107,462,4.72,2.4499999999999997,5.49225,0,1,0,0,0,0,0,0,0,1,0,0,0
28876,7053,1,30,18,68,121,9.07,7.1899999999999995,2.6910000000000003,0,8,0,1,0,0,0,0,0,0,0,0,0
28896,6171,1,23,4,50,1626,13.129999999999999,8.309999999999999,13.1585,0,6,0,0,0,1,0,0,0,0,0,0,0
28948,7149,1,20,15,26,161,4.779999999999999,4.7,0.045,0,8,0,1,0,0,0,0,0,0,0,0,0
29011,10834,1,70,19,120,4400,12.530000000000001,6.529999999999999,20.246,0,9,0,0,0,0,1,0,0,0,0,0,0
29042,3696,1,79,27,8,137,11.580000000000004,8.819999999999999,2.0988,0,7,0,0,0,0,0,0,0,0,0,1,0
29069,5288,1,18,10,142,131,15.589999999999998,5.470000000000001,2.5177,0,6,0,0,0,1,0,0,0,0,0,0,0
29086,10280,1,40,2,125,303,23.319999999999993,10.28,5.643600000000001,0,2,0,0,0,0,0,1,0,0,0,0,0
29107,4090,1,36,5,420,161,14.730000000000002,9.079999999999998,1.486,0,6,0,0,0,1,0,0,0,0,0,0,0
29125,3682,1,45,7,23,80,6.590000000000001,6.929999999999998,0,1,3,1,0,0,0,0,0,0,0,0,0,0
29165,4342,1,27,16,183,117,4.910000000000001,2.9600000000000004,1.6425,0,3,1,0,0,0,0,0,0,0,0,0,0
29270,6845,1,41,27,70,1268,12.030000000000001,5.46,13.881300000000001,0,4,0,0,0,0,0,0,1,0,0,0,0
29300,8371,1,64,6,261,1109,9.27,4.37,9.472,0,3,1,0,0,0,0,0,0,0,0,0,0
29309,1770,1,54,26,55,125,21.46,4.549999999999999,6.053000000000001,0,6,0,0,0,1,0,0,0,0,0,0,0
29342,10109,1,40,13,83,5772,11.019999999999998,9.190000000000001,27.281000000000002,0,5,0,0,0,0,0,0,0,0,0,0,1
29354,6589,1,30,16,11,162,6.199999999999999,3.4,0,0,3,1,0,0,0,0,0,0,0,0,0,0
29400,3462,1,63,11,23,106,6.01,5.029999999999999,0.9,0,1,0,0,0,0,0,0,0,1,0,0,0
29483,7117,1,67,22,84,618,7.420000000000001,3.8100000000000005,5.3325000000000005,0,6,0,0,0,1,0,0,0,0,0,0,0
29539,7732,1,19,8,11,673,6.45,4.6899999999999995,3.0206,0,10,0,0,0,0,0,0,0,0,1,0,0
29599,7263,1,29,23,2,31,2.55,2.46,0,0,8,0,1,0,0,0,0,0,0,0,0,0
29681,9130,1,39,17,2,160,9.139999999999999,8.72,0.9,0,11,0,0,1,0,0,0,0,0,0,0,0
29816,8392,1,65,14,50,2370,15.41,8.34,9.646,0,1,0,0,0,0,0,0,0,1,0,0,0
29891,4790,1,48,8,25,45,5.409999999999999,4.720000000000001,2.574,0,10,0,0,0,0,0,0,0,0,1,0,0
29897,4867,1,48,3,160,140,5.27,3.6999999999999993,0,0,3,1,0,0,0,0,0,0,0,0,0,0
29924,1534,1,63,21,26,106,6.89,4.9,0,0,11,0,0,1,0,0,0,0,0,0,0,0
30101,1556,1,45,21,66,4407,7.74,5.929999999999998,21.048299999999998,0,10,0,0,0,0,0,0,0,0,1,0,0
30142,1878,1,37,7,140,123,10.38,10.200000000000001,4.05,1,3,1,0,0,0,0,0,0,0,0,0,0
30247,8430,1,62,26,120,2388,7.28,5.749999999999998,11.941,0,10,0,0,0,0,0,0,0,0,1,0,0
